Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
103566297839731,Yes on Measure F,"Yes on Measure F for Our Public Safety with Barstow Outlet, LLC FPPC ID# 1425036",648,6
1210101199161467,Real Maine Facts,Samuel I Katz,648,17
108474767395500,Revive Great Neck Plaza,Revive Great Neck Plaza,648,16
244073262463371,Lisa Song Sutton for Congress,LISA SONG SUTTON FOR CONGRESS,647,13
105695374184003,"Judge Stacey Hydrick, DeKalb County Superior Court","Judge Stacey Hydrick, DeKalb County Superior Court",647,5
1609777622487405,CJ for Congress 2020,CJ FOR CONGRESS,647,28
2290975831120740,Jenny Roan Forgey for Texas State Rep,Jenny Roan Forgey Campaign,646,15
1930037873786303,Jackie Peden for Tax Assessor-Collector,Jackie Peden for Tax Assessor-Collector Campaign,646,3
73178840361,POLYWOOD,These ads ran without a disclaimer,646,4
107600877320090,Brad Hutto,Hutto for Senate,646,29
487569614682924,CAPP USA,Yellow Line Productions LLC,645,18
210357995667559,The National Memo,The National Memo,645,9
169730569777763,Elect Bradford,The John R Bradford III Committee,645,4
530916667058488,Aaron Goldstein 33rd Ward Democratic Committeeman,Citizens for Goldstien,644,7
740469459484287,Phillip Hays for 99th District Court,Phillip Hays for 99th District Court Judge,644,4
248422805193353,The California Endowment,The California Endowment,644,19
111547943720120,Molnar for Clark County Family Court Judge Dept. Y,Karianne Therese Molnar,644,10
49651787874,Jane Kim,Jane Kim for SF Central Committee,643,12
695764197240058,San Joaquin County Democratic Party,SAN JOAQUIN COUNTY DEMOCRATIC CENTRAL COMMITTEE,643,20
404794256289847,Americans for Prosperity - West Virginia,AMERICANS FOR PROSPERITY,642,10
773301386014306,Glenn Grothman,GLENN GROTHMAN FOR CONGRESS,642,2
261343034731,Concern Worldwide US,"CONCERN WORLDWIDE (U.S.), INC.",642,21
120750032122090,Bright Planet Consulting,Bright Planet Consulting,641,12
106136417435051,Iwantmyoceanback,Iwantmyoceanback,641,14
194930922976,"Jonathan Abboud for State Assembly, District 37 - Ventura & SB",Abboud for Assembly 2020,641,10
578968325905728,Iowa Four,IOWA FOUR,640,7
82475621384,City of Knoxville - Government,City of Knoxville Government,640,6
126905638699927,Tina Torres 2020,Tina Torres Campaign,639,2
363741920768563,RTBiQ Political,RTBiQ Political,639,144
114670373249160,Carolina Energy Savings Program,Carolina Energy Savings Program,639,5
334843943815996,Ohio Association of Health Plans,OHIO ASSOCIATION OF HEALTH PLANS,639,2
434635993263210,"King County, Washington - Government","King County, WA",638,32
113721797245,Cherry Street Mission Ministries,CHERRY STREET MISSION MINISTRIES,638,20
108360213956830,Shane Ethridge for Circuit Judge,Ethridge for Circuit Judge Campaign Committee,637,11
103095887825967,Jason Stoffel For Judge,Jason Stoffel,637,3
106932400782664,Met Lane for State Court Judge,Met Lane for Judge,637,2
497433567299699,Overstreet 2020,Overstreet 2020,637,23
136422180515,HEAL Utah,HEALTHY ENVIRONMENT ALLIANCE OF UTAH,635,14
85064269154,Second Harvest Food Bank of Metrolina,Second Harvest Food Bank of Metrolina,635,3
431484234267245,Goose Creek Wind,Goose Creek Wind,635,25
103178871211007,For A Better Mentor,For A Better Mentor,635,1
356501381631264,Jerusalem Post,Diane Elise Haner,634,20
101719754598686,Wesley Stone for Criminal Court Judge,Committee to Elect Wesley Stone,634,6
106951337398272,Kerry Wolff for Congress,WOLFF FOR CONGRESS,634,13
89733588482,Minnesota Pharmacists Association,These ads ran without a disclaimer,634,5
112264290164451,Stallings for Arkansas,Matthew Stallings for State Representative,633,2
2014519985445047,Clean Jobs Midwest,Resource Media,632,16
109001450692123,Entertainment Journal,Brooke Armani Corley,632,195
1624907487621555,Rethink My Healthcare,RethinkMyHealthcare Inc,632,6
37495431484,Bassel & The Supernaturals,Ronnie Bassel Almadani,632,28
181815018520,DC Water,Francesca Justine Thompson,632,4
100866148225288,Limited Edition Coins,Shalonda Rotrice Stephens,632,20
224058138586,Greater Fort Lauderdale Alliance,Broward Alliance / DBA Greater Fort Lauderdale Alliance,631,7
1527778354106703,Butler County GOP,Butler County Republican Party,631,10
1793962420900219,City of Fresno Department of Public Utilities,These ads ran without a disclaimer,630,2
122773549121265,President Trump for Nobel Peace Prize 2020,Tarek None Kteleh,629,2
2045063472456560,Institute for Responsible Alcohol Policy,Institute for Responsible Alcohol Policy,629,65
73016054191,Regional Food Bank of Oklahoma,"REGIONAL FOOD BANK OF OKLAHOMA, INC.",629,10
1013391422160726,Dr. Jane Gillette for MT House,Dr. Jane Gillette,629,15
271989886222983,Doug Sherrill,FRIENDS OF DOUG SHERRILL,628,1
111168406971417,Esser for Justice,Esser for Justice,627,4
114815188528887,Neighborhood Nurse,Kristina Anne Larsen,627,13
107417264043810,Jason Davies for Green Bay Public Schools,Jason Michael Davies,627,10
1640974916008350,LIBRE Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",627,2
494306943927119,Teen-Aid Washington,"Teen-Aid, Inc.",627,4
104956964223645,Jorge Delgado,DELGADO FOR CONGRESS,626,4
104042187683127,Christy Cauble Davis for Kansas,Christy Cauble Davis for Kansas,626,5
952150451565954,Carmen De La Rosa For NYS Assembly,Carmen De La Rosa 2020,626,4
433364950062784,Power Over Energy,Power Over Energy,626,7
251350759480,Stand for Children - Tennessee,"Stand for Children, Inc",625,9
690351921334396,Vernon Township Democrats,Vernon Township Democrats,625,24
109358300601059,Massachusetts Commuters Coalition,Massachusetts Commuters Coalition,624,3
113392110069799,Lina Teixeira 2020,Vote Lina,624,5
102343451179109,David King for Mayor,Graphic Brother Marketing LLC,623,4
101548718024873,Kristin Baker for State House,Committee to Elect Kristin Baker,622,9
176242865732269,American Heart Association-Tampa Bay,"American Heart Association, Inc.",622,4
300103172268,Pacific Battleship Center - Battleship USS Iowa,Jonathan Thompson Williams,622,5
635850443292528,Nasty Woman Coloring,Nasty Woman Coloring,622,2
228607170669656,MitchellTalks,Mitchell Talks,622,3
2221239651245614,Young Conservatives for Carbon Dividends,Young Conservatives for Carbon Dividends Inc,622,18
2098334103808280,Reginald Scandrett for Henry County Sheriff 2020,Reginald B Scandrett,622,8
115142449914066,Reporter's Journal,Shakyra Avantee Mccutchen,621,7
839132376450907,Rish Oberoi,Rish for Texas,621,14
357704677979748,American Conservation Coalition - ACC,American Conservation Coalition,620,25
861706743991799,Carolyn Bourdeaux for Congress,CAROLYN FOR CONGRESS,620,10
194135257415460,Kevin de León,Kevin de León for City Council 2020,620,8
107276507409124,Make America Bad Again,"Provoking Thoughts, LLC",619,3
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,619,10
322697311079870,David Criner,David Criner for Sheriff,619,4
67596047263,Fairness Campaign,FAIRNESS CAMPAIGN INC,617,6
460844281074800,Tiny Trump,Eric D Corriel,616,8
103213131188768,John Hourihane for Cook County Circuit Court Judge,Hourihane 2020,616,1
108615842526079,The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,616,15
129203152966,Andy Barr,"Andy Barr for Congress, Inc.",614,32
104727516263121,"Abrahamsen, Conaboy & Abrahamsen, P.C.","Abrahamsen, Conaboy & Abrahamsen",614,1
102037361257173,Daniel J. Weckesser for Knox County Sheriff,Committee to Elect Daniel J. Weckesser,614,10
159449141570348,Nikiya Dodd,Friends of NIkiya Dodd,614,4
1089577934559990,Joe Reynolds2020,FRIENDS OF JOE REYNOLDS,614,11
103826560978436,Kristine Snow for Dodge County Circuit Court Judge 2020,Committee to Elect Kristine Snow,614,12
126720520671833,Camden Rising,These ads ran without a disclaimer,614,4
317018712572164,Elect Justin Maze for County Commissioner,Committee to Elect Justin Maze for County Commissioner,613,3
100431001390289,The Good Government Coalition,Good Government Coalition,613,6
104456304504348,Online Carry Course USA,Arin Aghajani,612,1
1335225583265331,Independent Oil and Gas Association of West Virginia,"Independent Oil and Gas Association of West Virginia, Inc.",611,21
149576021182,Indiana Right to Life,Indiana Right to Life,611,10
1519544841434528,The Honorable Justice Jerry Zimmerer,Jerry for Justice Campaign,611,16
107135750925655,Military Injury Collection 2020,The Finance Advocate,609,4
55218624590,Adagio Health,Adagio Health,609,44
324021401655136,Congresswoman Lori Trahan,Office of Congresswoman Lori Trahan,609,10
109520783786152,Christian Green for City Council,Christian Green for City Council,609,2
1868885156673680,Sarasota citizen Martin Hyde,Martin Hyde for Sarasota City Commission,609,31
111428049989,Cal Cunningham,CAL FOR NC (US SENATE),608,17
1379912528970300,Assemblyman James Gallagher,Gallagher for Assembly,608,3
411431975550358,Marc Veasey,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,608,9
158901474162793,Vote Utah,State of Utah - Office of the Lieutenant Governor,608,13
42597808880,Ami Horowitz,Ami Horowitz,608,16
2159599404129263,Heritage Wind,Heritage Wind Power,608,20
685251354980298,Kerri Lynch Quay for Recorder,Quay For Recorder,608,6
307313006568905,Monroe County Clerk Jamie Romeo,Jamie L Romeo,607,8
1513459198944600,Click for Ohio,The Committee to Elect Gary Click,607,13
104441941152145,Jim Simpson,JIM SIMPSON FOR CONGRESS,606,21
515416298618293,John Peschong for Supervisor,John Peschong for Supervisor 2020,606,3
958387170854719,Renew Oregon,Renew Oregon Action Fund,606,6
344708079424130,Innovation for Everyone,Innovation for Everyone,605,6
349565108394619,Tim Fox,Fox for Governor,605,4
104183524335594,Peter Gallotta,Peter Gallotta for San Francisco Democratic County Central Committee 2020,605,3
178051136001622,Representative Trey Hollingsworth,Office of Representative Trey Hollingsworth (IN-09),605,1
291070360576,Latino Economic Development Center,"LATINO ECONOMIC DEVELOPMENT CORPORATION OF WASHINGTON, D.C.",605,5
160427944083369,"46th Ward Democrats - Sean Tenner, Committeeman",46th Ward Democrats Committee,605,10
2168820933200990,Adult Advocacy Centers,Adult Advocacy Centers,604,9
251438101559065,Teamsters Local 1932,SAN BERNARDINO PUBLIC EMPLOYEES' ASSOCIATION,604,13
105907830891440,Sabrina Haake for Congress,Sabrina Louise Haake,604,23
2612271252138688,Enanble,These ads ran without a disclaimer,604,34
103894551023545,Aileen Bhandari for Judge,Aileen Bhandari for Judge,603,5
562960984178828,Keep Recorder Joe Salzgeber,Friends of Joe Salzgeber,603,7
1845587768818403,Councilman RJ Hawk for State Rep-District 31,Hawk for State Representative,602,6
103170213059609,Vote Zalak,Adam Thomas Caldwell,602,1
101070641452406,Seamus Garrity for Central Committee,Seamus Garrity for Central Committee,602,4
104000852969572,True Builders,These ads ran without a disclaimer,602,3
1406474192722052,David Guy Stevens for Judge,CItizens to Elect David Stevens,602,1
112035243617159,Mark Halla for Carver County Commissioner-District 5,Mark Donald Halla,602,2
1927548000892997,Joe Lopez for Orange County Sheriff,Jose Luis Lopez,601,5
100846648114537,Greg Robinson for Ohio State Senate,Greg Robinson for Ohio,601,1
1621725704534073,LaToya Cantrell,The Committee to Re-Elect LaToya Cantrell,601,2
372353822835252,Planned Parenthood of Greater Texas,"Planned Parenthood of Greater Texas, Inc.",601,3
107270820796019,Mark Ronchetti,Mark Ronchetti for New Mexico,600,5
160630887998827,Let Them Live,Nathan Montgomery Berning,600,1
109664420557196,Scott Conklin for PA,Friends of Scott Conklin,600,6
134474371753,Western Propane Gas Association,Western Propane Gas Association,600,1
415271075262235,Raise Up,Fight for $15,600,2
304062610300415,VozWire,Gregson E Mathe,600,1
514167322309353,Dan Crenshaw,Crenshaw For Congress,600,2
1996971637047489,ProQuest Schools & Communities,PROQUEST LLC,600,4
376868783115532,"Chris Ward for State Assembly, 78th Dist",CHRIS WARD FOR ASSEMBLY 2020,600,13
100630991347826,Dana Ray for Delaware County Recorder,Citizens for Dana Ray,600,12
227330344038678,Disco Donnie Presents,Disco Donnie Presents,600,18
533046343492935,"Geraty, Holub & MacQueen, PLC","Geraty, Holub & MacQueen, PLC",600,4
194215234005640,Tyler McBroom,These ads ran without a disclaimer,600,1
1590965647784736,CWA District 1,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",600,5
417542331752173,Message,Timothy Bruce Dannunzio,600,7
1120618731414513,DemsVote,Seda Florence Bryant,600,4
422250511163275,REMEDIGAP,Quinn Group LLC,599,2
233761700107851,The Alliance for Solar Choice,The Alliance for Solar Choice,599,2
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,599,34
454917448329645,Rep. Troy Balderson,Office of Rep. Troy Balderson,599,2
1353297398108180,Jeff Shawan for Missouri,Friends of Jeff Shawan,599,21
2003098323047370,"Hugo Argumedo, Councilmember",Friends of Hugo Argumedo for Council 2020,599,23
102142818072737,Immigrantslifeusa,These ads ran without a disclaimer,598,10
114714919921931,Joe Caldarera for Congress,FRIENDS OF JOE CAL,598,1
185753078030,TakeAction Minnesota,TAKE ACTION MINNESOTA,598,4
140114664993,Planned Parenthood of Southern New England,"PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND, INC.",597,8
106955620750393,Minnesota Land and Liberty Coalition,Land & Liberty Coalition,597,4
100799551356160,Reina Saco for Gainesville City Commission,Reina Saco for Gainesville City Commission,597,10
710669049286394,Woo the People,Khosro David Illulian,596,37
13341879933,Organic Consumers Association,ORGANIC CONSUMERS ASSOCIATION,596,17
112252940283960,Joel for Ohio,Committee to elect Joel O'Dorisio,596,2
523486791061635,Jon Hoadley,JON HOADLEY FOR CONGRESS,596,16
105538624356773,My Kitchen Savior,These ads ran without a disclaimer,596,11
105939787713902,Military Injury Report 2020,The Finance Advocate,596,4
40094923604,ACLU of Texas,ACLU of Texas,595,7
489217257902833,Safe Access Tennessee,Safe Access Tennessee,595,6
1465414660422066,"Townsend, Gebhardt & Eppes, PLLC","Townsend, Gebhardt & Eppes, PLLC",595,22
2291522820927744,J Hanley For State's Attorney,Friends of J. Hanley,595,15
118430576234209,Jacqueline Phillips Ott for District Judge,Todd Malcolm Smith,594,4
196474677226868,Vivian Childs for Congress,CHILDS FOR CONGRESS COMMITTEE,594,22
882253318548602,Tootie Smith for Oregon,Tootie Smith for Oregon,594,9
183812595365200,Greater Austin Crime Commission,Greater Austin Crime Commission,594,121
270366089746859,Positive Behavior Supports Corp.,Elizabeth Ann  Focazio,593,2
451795761541892,AlcoholGSH,These ads ran without a disclaimer,593,2
110798537198197,Stop Massive Tax Hikes,Stop Massive Tax Hikes,593,6
106934810950686,Elect Brenda Palmer,Elect Brenda Palmer,592,2
415495255196708,Joel Engardio,Engardio for District 7 Supervisor 2020 FPPC #1420655 Financial disclosures available at sfethics.org,592,23
74697123892,SEIU MN State Council,SEIU MN State Council,592,3
1424655311129385,Proud Pour,Proud Pour,592,24
105642277472997,Brian McGee for Henry County Sheriff,Shaheen Armaude Solomon,591,6
140985439405868,PosiGen,PosiGen,591,13
1265705333582297,Akilah Bacy for Texas,Akilah Bacy for Texas,591,15
499372936940186,West Virginia Oil & Natural Gas Association,WEST VIRGINIA OIL AND NATURAL GAS ASSOCIATION INC,591,21
146944270368,Senator Larry Grooms,LARRY GROOMS FOR SENATE,590,6
145687912131213,"City of Olathe, KS Government",City of Olathe,590,4
248471881910897,"El Paso County, Colorado","El Paso County, Colorado",590,1
219302048133327,Washington's Working Forests,WFPA,590,2
146381485376355,Steve Montenegro,Montenegro For House,590,8
296356694135040,Goods Unite Us,Goods Unite Us,590,3
27139120832,Advancing Native Missions,Advancing Native Missions,590,166
206764862688643,Child and Family Policy Center,CHILD & FAMILY POLICY CENTER INC,589,4
1667702233477156,Jimmy Panetta for Congress,JIMMY PANETTA FOR CONGRESS,589,24
211972722156574,DraftKings,These ads ran without a disclaimer,588,18
1464025207184446,Controller Ron Galperin,"Controller Ron Galperin Officeholder Account 2013 249 E Ocean Blvd #685, Long Beach, CA 90802",588,9
98291564058,Equality State Policy Center,The Equality State Policy Center,588,6
1002289613277091,LOCAL Maryland,These ads ran without a disclaimer,588,2
